,RunId,iteration,Step,height,width,citizen_density,cop_density,citizen_vision,cop_vision,legitimacy,max_jail_term,active_threshold,arrest_prob_constant,movement,max_iters,Quiescent,Active,Jailed,Cops
0,0,0,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,915,7,205,121
1,2,0,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,843,0,272,124
2,1,0,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,858,1,269,111
3,9,1,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,984,2,196,128
4,3,0,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,845,2,320,106
5,4,0,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,846,0,304,114
6,5,0,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,857,0,315,125
7,6,0,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,851,0,320,111
8,7,0,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,831,0,290,124
9,8,0,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,846,0,317,119
10,10,1,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,883,0,269,126
11,11,1,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,852,0,311,103
12,12,1,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,822,0,280,133
13,13,1,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,846,0,302,106
14,14,1,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,826,0,304,112
15,18,2,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,927,2,197,122
16,15,1,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,843,0,321,109
17,19,2,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,859,4,271,106
18,16,1,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,849,0,308,110
19,17,1,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,845,0,298,125
20,20,2,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,880,1,289,120
21,21,2,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,844,0,307,112
22,22,2,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,840,0,317,123
23,23,2,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,833,0,320,109
24,24,2,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,843,0,327,106
25,28,3,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,883,0,271,118
26,27,3,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,925,12,247,89
27,25,2,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,854,0,308,122
28,26,2,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,829,0,319,103
29,29,3,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,867,2,291,115
30,30,3,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,846,0,293,122
31,31,3,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,838,0,311,111
32,32,3,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,816,0,279,140
33,33,3,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,849,0,327,118
34,37,4,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,889,0,250,136
35,36,4,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,921,10,239,107
36,38,4,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,847,0,292,119
37,39,4,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,839,0,310,113
38,34,3,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,840,0,297,143
39,35,3,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,855,0,295,134
40,40,4,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,828,0,297,133
41,41,4,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,838,0,305,127
42,45,5,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,936,6,190,119
43,46,5,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,878,1,260,119
44,42,4,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,849,0,304,127
45,43,4,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,840,0,302,121
46,47,5,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,872,0,273,126
47,48,5,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,840,0,316,113
48,44,4,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,834,0,313,122
49,49,5,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,829,0,301,130
50,50,5,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,825,0,303,122
51,51,5,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,821,0,316,121
52,54,6,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,970,6,189,120
53,56,6,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,841,0,281,132
54,55,6,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,891,1,259,130
55,57,6,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,860,1,309,117
56,52,5,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,836,0,311,117
57,53,5,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,847,0,318,105
58,58,6,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,837,0,304,124
59,59,6,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,815,0,305,128
60,60,6,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,844,0,329,101
61,64,7,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,862,1,271,126
62,63,7,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,947,8,237,102
63,61,6,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,832,0,317,116
64,65,7,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,866,1,280,132
65,66,7,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,867,0,280,140
66,67,7,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,831,0,304,126
67,62,6,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,850,0,303,119
68,68,7,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,829,0,298,130
69,69,7,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,814,0,300,112
70,70,7,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,823,0,315,119
71,72,8,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,948,8,220,118
72,74,8,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,852,1,316,102
73,73,8,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,890,0,272,113
74,76,8,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,827,0,301,116
75,75,8,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,852,2,302,123
76,71,7,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,859,0,278,137
77,77,8,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,827,0,310,126
78,78,8,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,850,0,307,120
79,79,8,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,831,0,298,113
80,82,9,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,890,1,270,108
81,81,9,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,920,11,190,117
82,83,9,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,866,1,317,109
83,80,8,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,830,0,317,123
84,84,9,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,840,0,306,117
85,85,9,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,824,0,294,124
86,86,9,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,857,0,317,110
87,87,9,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,856,0,313,116
88,88,9,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,845,0,315,123
89,89,9,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,840,0,311,108
90,90,10,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,947,4,209,120
91,91,10,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,886,2,254,123
92,92,10,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,855,0,296,118
93,93,10,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,820,0,314,111
94,94,10,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,826,0,322,113
95,95,10,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,831,0,322,113
96,96,10,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,814,0,302,121
97,101,11,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,843,0,288,113
98,97,10,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,850,0,312,118
99,100,11,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,871,1,256,131
100,99,11,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,943,13,223,102
101,98,10,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,834,0,298,130
102,102,11,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,854,0,323,95
103,103,11,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,803,1,295,128
104,104,11,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,833,0,314,117
105,105,11,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,834,0,311,114
106,106,11,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,848,0,304,112
107,108,12,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,926,2,197,131
108,109,12,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,892,4,255,118
109,110,12,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,868,2,288,126
110,111,12,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,833,0,307,110
111,107,11,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,792,0,282,136
112,112,12,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,862,0,307,128
113,113,12,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,855,1,323,123
114,114,12,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,841,0,320,110
115,118,13,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,881,1,252,130
116,115,12,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,824,0,298,122
117,117,13,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,929,9,216,122
118,119,13,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,840,0,317,115
119,120,13,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,839,0,289,126
120,116,12,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,825,0,313,122
121,121,13,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,830,0,291,135
122,122,13,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,821,0,307,119
123,123,13,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,814,0,312,107
124,124,13,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,850,0,312,114
125,126,14,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,917,15,227,105
126,127,14,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,865,0,285,106
127,128,14,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,883,0,297,110
128,129,14,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,860,0,307,111
129,125,13,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,846,0,310,129
130,130,14,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,865,0,317,109
131,131,14,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,839,0,305,129
132,132,14,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,858,0,313,111
133,133,14,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,847,0,328,108
134,136,15,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,844,1,291,101
135,135,15,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,918,1,222,116
136,137,15,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,849,0,292,122
137,134,14,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,808,0,303,111
138,138,15,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,849,0,306,122
139,139,15,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,842,0,314,117
140,140,15,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,840,0,315,120
141,141,15,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,837,0,309,112
142,142,15,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,847,0,318,113
143,145,16,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,878,0,270,107
144,144,16,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,951,3,192,126
145,146,16,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,877,0,313,117
146,143,15,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,827,0,305,120
147,147,16,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,850,0,303,111
148,148,16,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,826,0,295,129
149,149,16,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,832,0,323,106
150,150,16,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,838,0,326,121
151,153,17,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,906,1,234,102
152,151,16,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,827,0,312,126
153,155,17,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,859,0,302,116
154,154,17,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,864,4,276,117
155,156,17,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,860,0,308,111
156,157,17,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,834,0,339,115
157,152,16,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,860,0,304,112
158,158,17,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,834,0,320,123
159,159,17,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,846,0,317,112
160,164,18,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,835,1,302,126
161,163,18,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,891,4,252,133
162,162,18,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,943,9,222,105
163,160,17,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,876,0,308,131
164,165,18,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,846,0,307,112
165,166,18,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,841,0,298,133
166,161,17,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,820,0,305,113
167,167,18,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,831,0,292,118
168,168,18,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,859,0,304,118
169,171,19,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,916,15,232,93
170,172,19,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,885,0,256,122
171,173,19,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,847,1,288,126
172,169,18,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,841,0,315,116
173,174,19,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,853,0,291,113
174,170,18,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,834,0,304,117
175,175,19,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,835,0,295,127
176,176,19,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,844,0,288,135
177,177,19,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,834,0,312,118
178,178,19,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,857,0,325,113
179,182,20,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,810,1,301,114
180,181,20,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,864,4,290,104
181,180,20,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,972,3,205,126
182,183,20,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,864,0,321,107
183,179,19,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,843,0,309,122
184,184,20,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,800,0,327,100
185,185,20,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,834,0,300,135
186,186,20,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,837,0,321,122
187,189,21,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,907,6,210,104
188,187,20,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,836,0,307,120
189,190,21,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,867,1,288,98
190,191,21,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,852,0,284,112
191,188,20,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,841,0,324,102
192,192,21,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,846,0,316,115
193,193,21,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,874,0,297,123
194,194,21,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,828,0,304,123
195,195,21,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,835,0,306,112
196,198,22,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,905,7,216,115
197,199,22,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,855,6,262,131
198,200,22,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,851,0,306,95
199,196,21,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,848,0,305,114
200,201,22,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,837,0,304,126
201,197,21,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,830,0,317,106
202,202,22,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,842,0,311,110
203,203,22,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,852,0,298,130
204,204,22,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,835,0,310,118
205,207,23,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,948,10,192,126
206,205,22,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,801,0,289,134
207,208,23,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,873,4,269,112
208,209,23,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,850,0,283,116
209,206,22,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,858,0,311,117
210,210,23,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,859,0,309,118
211,211,23,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,849,0,309,127
212,212,23,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,836,0,311,113
213,213,23,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,867,0,306,118
214,216,24,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,931,10,186,137
215,217,24,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,876,2,255,122
216,214,23,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,835,0,307,121
217,218,24,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,868,0,297,114
218,219,24,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,847,1,297,118
219,220,24,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,842,0,300,128
220,215,23,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,832,0,304,130
221,221,24,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,840,0,313,112
222,222,24,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,841,0,291,137
223,225,25,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,912,1,207,122
224,226,25,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,884,1,257,116
