,RunId,iteration,Step,height,width,citizen_density,cop_density,citizen_vision,cop_vision,legitimacy,max_jail_term,active_threshold,arrest_prob_constant,movement,max_iters,Quiescent,Active,Jailed,Cops
225,223,24,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,838,0,338,98
226,227,25,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,833,0,283,130
227,228,25,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,829,1,303,125
228,224,24,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,840,0,333,106
229,229,25,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,832,0,302,120
230,230,25,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,822,0,305,121
231,231,25,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,848,0,305,120
232,232,25,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,861,0,308,127
233,235,26,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,872,1,284,99
234,234,26,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,931,5,194,123
235,236,26,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,872,0,309,103
236,233,25,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,834,0,321,108
237,237,26,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,825,0,297,126
238,238,26,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,836,0,297,119
239,239,26,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,844,0,299,128
240,240,26,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,831,0,302,128
241,241,26,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,839,1,313,111
242,243,27,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,949,8,199,125
243,244,27,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,875,1,272,128
244,245,27,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,866,0,292,123
245,242,26,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,848,0,306,122
246,246,27,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,830,0,315,107
247,247,27,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,824,0,289,131
248,248,27,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,860,0,315,113
249,249,27,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,860,0,333,105
250,250,27,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,838,0,328,111
251,252,28,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,929,6,202,120
252,253,28,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,860,0,280,98
253,254,28,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,862,1,295,119
254,251,27,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,834,0,329,113
255,255,28,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,846,0,287,139
256,256,28,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,826,0,310,118
257,257,28,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,857,0,318,104
258,258,28,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,839,0,309,119
259,261,29,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,925,8,218,103
260,259,28,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,839,0,303,127
261,262,29,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,882,0,257,117
262,263,29,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,847,0,308,106
263,264,29,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,854,0,316,117
264,260,28,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,830,0,310,129
265,265,29,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,830,0,315,114
266,266,29,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,821,0,289,134
267,267,29,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,832,0,312,114
268,270,30,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,935,9,195,122
269,268,29,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,845,0,281,136
270,271,30,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,892,3,258,130
271,272,30,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,873,0,300,105
272,273,30,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,826,0,308,128
273,269,29,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,848,0,312,118
274,274,30,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,826,1,299,127
275,275,30,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,848,0,311,111
276,276,30,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,814,0,315,122
277,279,31,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,919,7,225,112
278,277,30,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,833,0,322,103
279,280,31,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,828,4,272,112
280,281,31,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,864,0,286,133
281,278,30,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,849,0,310,106
282,282,31,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,851,0,295,117
283,283,31,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,818,0,310,121
284,284,31,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,854,0,304,139
285,285,31,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,830,0,307,121
286,288,32,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,941,7,190,126
287,286,31,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,846,1,325,106
288,289,32,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,881,3,261,114
289,290,32,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,857,0,298,125
290,291,32,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,832,0,319,88
291,292,32,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,817,0,268,133
292,287,31,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,848,0,307,127
293,293,32,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,843,0,328,112
294,294,32,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,838,0,296,127
295,295,32,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,851,0,313,117
296,298,33,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,869,3,237,135
297,297,33,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,954,12,187,115
298,299,33,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,830,0,308,107
299,300,33,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,853,0,311,114
300,296,32,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,831,0,303,126
301,301,33,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,852,0,300,134
302,302,33,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,822,0,299,134
303,303,33,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,830,0,286,141
304,306,34,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,947,3,204,122
305,307,34,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,870,1,270,121
306,304,33,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,875,0,307,135
307,308,34,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,888,2,285,122
308,309,34,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,864,1,272,135
309,305,33,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,826,0,309,131
310,310,34,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,832,1,306,128
311,311,34,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,834,0,297,123
312,312,34,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,841,0,302,138
313,313,34,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,837,0,304,122
314,315,35,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,925,6,184,124
315,316,35,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,875,2,272,120
316,317,35,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,858,0,295,111
317,318,35,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,841,0,309,109
318,319,35,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,829,0,327,121
319,314,34,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,849,0,302,128
320,320,35,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,830,0,316,122
321,321,35,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,832,0,309,112
322,322,35,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,834,0,305,121
323,324,36,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,953,2,197,125
324,325,36,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,875,0,257,125
325,326,36,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,854,1,280,130
326,323,35,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,842,0,307,125
327,327,36,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,846,0,294,136
328,328,36,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,845,0,308,123
329,329,36,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,823,0,305,120
330,330,36,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,850,0,309,126
331,331,36,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,827,0,321,109
332,334,37,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,876,1,266,112
333,333,37,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,942,4,211,115
334,335,37,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,846,0,287,122
335,332,36,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,830,0,299,112
336,336,37,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,839,2,298,129
337,337,37,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,841,0,300,112
338,338,37,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,862,0,313,113
339,339,37,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,842,0,318,102
340,342,38,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,927,5,208,111
341,343,38,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,899,2,264,124
342,340,37,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,805,0,319,99
343,344,38,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,866,0,305,112
344,341,37,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,835,0,296,125
345,345,38,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,840,0,286,129
346,346,38,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,861,0,304,113
347,347,38,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,849,0,292,132
348,348,38,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,834,0,329,103
349,349,38,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,845,0,329,103
350,351,39,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,954,3,200,125
351,352,39,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,883,2,255,124
352,353,39,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,872,1,273,138
353,354,39,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,848,0,301,117
354,350,38,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,832,1,322,108
355,355,39,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,811,0,304,121
356,356,39,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,851,0,303,115
357,357,39,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,833,0,297,123
358,358,39,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,829,0,304,114
359,360,40,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,949,8,194,119
360,362,40,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,846,0,265,137
361,361,40,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,897,3,258,116
362,359,39,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,819,0,292,133
363,363,40,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,832,0,305,129
364,364,40,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,844,0,318,105
365,365,40,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,829,0,310,119
366,366,40,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,830,0,314,108
367,367,40,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,848,0,323,109
368,370,41,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,863,0,277,120
369,371,41,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,851,2,302,102
370,369,41,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,947,8,221,117
371,372,41,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,855,0,316,109
372,368,40,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,819,0,302,125
373,373,41,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,842,0,299,121
374,374,41,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,840,0,294,125
375,375,41,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,862,0,291,132
376,376,41,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,855,0,315,111
377,380,42,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,853,0,290,111
378,378,42,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,926,14,213,105
379,379,42,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,880,3,246,127
380,377,41,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,824,0,302,121
381,381,42,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,808,1,309,101
382,382,42,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,839,1,302,116
383,383,42,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,855,1,312,118
384,384,42,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,868,0,329,100
385,389,43,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,840,0,273,129
386,387,43,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,920,18,192,118
387,385,42,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,858,0,313,126
388,388,43,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,877,0,255,137
389,390,43,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,833,0,310,99
390,386,42,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,849,0,318,115
391,391,43,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,842,0,288,134
392,392,43,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,826,1,310,128
393,393,43,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,850,0,324,99
394,394,43,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,854,0,305,111
395,396,44,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,939,7,209,119
396,397,44,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,888,1,255,134
397,398,44,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,859,2,290,117
398,399,44,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,859,0,311,112
399,400,44,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,837,0,304,119
400,395,43,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,853,0,305,106
401,401,44,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,848,1,313,104
402,402,44,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,846,0,307,123
403,403,44,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,850,0,318,106
404,406,45,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,872,0,261,117
405,405,45,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,952,6,193,128
406,407,45,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,861,2,300,112
407,408,45,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,841,0,324,113
408,404,44,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,838,0,285,141
409,409,45,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,819,0,299,135
410,410,45,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,849,0,314,126
411,411,45,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,825,0,301,115
412,414,46,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,916,4,222,118
413,415,46,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,878,3,261,121
414,412,45,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,847,0,308,131
415,416,46,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,854,1,296,121
416,417,46,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,833,0,303,122
417,413,45,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,847,0,304,127
418,418,46,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,836,0,295,119
419,419,46,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,813,0,323,111
420,420,46,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,844,0,287,128
421,423,47,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,910,11,226,110
422,424,47,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,864,0,257,129
423,421,46,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,841,0,326,106
424,425,47,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,863,1,291,118
425,422,46,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,828,0,322,101
426,426,47,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,848,1,313,114
427,427,47,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,860,0,305,128
428,428,47,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,827,0,321,96
429,429,47,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,842,0,313,114
430,430,47,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,842,0,317,104
431,432,48,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,947,1,181,138
432,433,48,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,885,1,272,127
433,434,48,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,847,1,290,124
434,435,48,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,828,0,295,116
435,431,47,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,810,0,320,106
436,436,48,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,826,0,304,135
437,437,48,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,853,0,313,117
438,438,48,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,857,0,326,120
439,439,48,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,845,0,309,123
440,441,49,100,40,40,0.7,0.074,3,1,0.7,1000,0.1,2.3,True,1000,898,15,230,106
441,442,49,100,40,40,0.7,0.074,3,2,0.7,1000,0.1,2.3,True,1000,868,3,266,120
442,443,49,100,40,40,0.7,0.074,3,3,0.7,1000,0.1,2.3,True,1000,865,1,310,112
443,440,48,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,829,0,311,108
444,444,49,100,40,40,0.7,0.074,3,4,0.7,1000,0.1,2.3,True,1000,862,0,295,125
445,445,49,100,40,40,0.7,0.074,3,5,0.7,1000,0.1,2.3,True,1000,837,0,310,107
446,446,49,100,40,40,0.7,0.074,3,6,0.7,1000,0.1,2.3,True,1000,821,0,307,111
447,447,49,100,40,40,0.7,0.074,3,7,0.7,1000,0.1,2.3,True,1000,844,0,301,127
448,448,49,100,40,40,0.7,0.074,3,8,0.7,1000,0.1,2.3,True,1000,839,0,311,117
449,449,49,100,40,40,0.7,0.074,3,9,0.7,1000,0.1,2.3,True,1000,831,0,317,113
